"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"21067",39877,"Morera","03/05/2011 12:58","Alto (> 8 mts)",155,"Grande",-68.84435,-32.87415,1,"Parque Central",1655358,0
"21068",39880,"Morera","03/05/2011 13:03","Alto (> 8 mts)",180,"Grande",-68.8443,-32.87393,1,"Parque Central",1655358,0
"21069",39881,"Morera","03/05/2011 13:04","Alto (> 8 mts)",180,"Grande",-68.84429,-32.87389,1,"Parque Central",1655358,0
"21070",39882,"Morera","03/05/2011 13:08","Alto (> 8 mts)",175,"Grande",-68.84428,-32.87384,1,"Parque Central",1655358,1
"21071",39885,"Paraiso","02/05/2011 12:55","Medio (4 - 8 mts)",120,"Grande",-68.84375,-32.87347,1,"Parque Central",1655358,0
"21072",39889,"Acer","02/05/2011 12:44","Bajo (2 - 4 mts)",34,"Mediano",-68.84361,-32.87362,1,"Parque Central",1655358,0
"21073",39897,"Morera","02/05/2011 12:07","Medio (4 - 8 mts)",200,"Grande",-68.84342,-32.87416,1,"Parque Central",1655358,0
"21074",39898,"Morera","02/05/2011 12:05","Medio (4 - 8 mts)",140,"Grande",-68.84341,-32.87423,1,"Parque Central",1655358,0
"21075",39900,"Morera","02/05/2011 11:57","Medio (4 - 8 mts)",180,"Grande",-68.84338,-32.87442,1,"Parque Central",1655358,0
"21076",39901,"Morera","02/05/2011 11:54","Medio (4 - 8 mts)",180,"Grande",-68.84337,-32.8745,1,"Parque Central",1655358,0
"21077",39905,"Morera","02/05/2011 11:41","Medio (4 - 8 mts)",150,"Grande",-68.84331,-32.87482,1,"Parque Central",1655358,0
"21078",39910,"Morera","02/05/2011 10:36","Alto (> 8 mts)",220,"Grande",-68.8432,-32.87536,1,"Parque Central",1655358,0
"21079",39911,"Morera","02/05/2011 10:31","Medio (4 - 8 mts)",160,"Grande",-68.84319,-32.87546,1,"Parque Central",1655358,0
"21080",39912,"Morera","02/05/2011 10:26","Medio (4 - 8 mts)",200,"Grande",-68.84316,-32.87557,1,"Parque Central",1655358,0
"21081",39913,"Morera","02/05/2011 10:14","Medio (4 - 8 mts)",200,"Grande",-68.84314,-32.87573,1,"Parque Central",1655358,0
"21082",39914,"Morera","02/05/2011 10:09","Medio (4 - 8 mts)",170,"Grande",-68.84313,-32.87584,1,"Parque Central",1655358,0
"21083",39915,"Morera","02/05/2011 10:05","Medio (4 - 8 mts)",160,"Grande",-68.8431,-32.87594,1,"Parque Central",1655358,0
"21084",39916,"Morera","02/05/2011 10:03","Medio (4 - 8 mts)",200,"Grande",-68.84307,-32.87597,1,"Parque Central",1655358,0
"21085",39917,"Morera","02/05/2011 10:01","Medio (4 - 8 mts)",160,"Grande",-68.84306,-32.87603,1,"Parque Central",1655358,0
"21086",39920,"Morera","29/04/2011 10:40","Medio (4 - 8 mts)",190,"Grande",-68.8431,-32.87622,1,"Parque Central",1655358,0
"21087",39921,"Morera","29/04/2011 10:37","Medio (4 - 8 mts)",170,"Grande",-68.84321,-32.8762,1,"Parque Central",1655358,0
"21088",39926,"Morera","29/04/2011 10:14","Medio (4 - 8 mts)",140,"Grande",-68.84376,-32.87605,1,"Parque Central",1655358,0
"21089",39927,"Morera","29/04/2011 10:12","Medio (4 - 8 mts)",210,"Grande",-68.84384,-32.87604,1,"Parque Central",1655358,0
"21090",39928,"Morera","29/04/2011 10:09","Medio (4 - 8 mts)",140,"Grande",-68.84395,-32.87602,1,"Parque Central",1655358,0
"21091",39930,"Morera","29/04/2011 10:04","Medio (4 - 8 mts)",130,"Grande",-68.84415,-32.87598,1,"Parque Central",1655358,0
"21092",39931,"Morera","29/04/2011 09:59","Medio (4 - 8 mts)",170,"Grande",-68.8443,-32.87595,1,"Parque Central",1655358,0
"21093",39933,"Morera","29/04/2011 09:23","Medio (4 - 8 mts)",150,"Grande",-68.84445,-32.87592,1,"Parque Central",1655358,0
"21094",39938,"Morera","28/04/2011 12:25","Bajo (2 - 4 mts)",34,"Mediano",-68.84439,-32.8761,1,"Parque Central",1655358,0
"21095",39939,"Paraiso sombrilla","28/04/2011 12:20","Medio (4 - 8 mts)",140,"Grande",-68.84457,-32.87608,1,"Parque Central",1655358,0
"21096",39940,"Paraiso sombrilla","28/04/2011 12:18","Medio (4 - 8 mts)",130,"Grande",-68.84468,-32.87606,1,"Parque Central",1655358,0
"21097",39942,"Morera","28/04/2011 12:14","Medio (4 - 8 mts)",210,"Grande",-68.84487,-32.87611,1,"Parque Central",1655358,0
"21098",39944,"Morera","28/04/2011 10:13","Medio (4 - 8 mts)",180,"Grande",-68.84493,-32.87634,1,"Parque Central",1655358,0
"21099",39945,"Catalpa","28/04/2011 10:11","Medio (4 - 8 mts)",180,"Grande",-68.84495,-32.87639,1,"Parque Central",1655358,1
"21100",39946,"Morera","28/04/2011 10:08","Medio (4 - 8 mts)",130,"Grande",-68.84497,-32.87647,1,"Parque Central",1655358,0
"21101",39953,"Morera","28/04/2011 09:46","Medio (4 - 8 mts)",80,"Grande",-68.84492,-32.87692,1,"Parque Central",1655358,0
"21102",39954,"Morera","28/04/2011 09:43","Medio (4 - 8 mts)",70,"Grande",-68.84486,-32.87694,1,"Parque Central",1655358,0
"21103",39955,"Morera","28/04/2011 09:37","Medio (4 - 8 mts)",150,"Grande",-68.84473,-32.877,1,"Parque Central",1655358,0
"21104",39956,"Morera","28/04/2011 09:34","Medio (4 - 8 mts)",110,"Grande",-68.84463,-32.87704,1,"Parque Central",1655358,0
"21105",39960,"Acer","27/04/2011 13:05","Medio (4 - 8 mts)",110,"Grande",-68.84359,-32.8774,1,"Parque Central",1655358,0
"21106",39961,"Acer","27/04/2011 13:07","Medio (4 - 8 mts)",130,"Grande",-68.84351,-32.87742,1,"Parque Central",1655358,0
"21107",39962,"Acer","27/04/2011 13:01","Medio (4 - 8 mts)",130,"Grande",-68.84344,-32.87743,1,"Parque Central",1655358,0
"21108",39965,"Morera","02/05/2011 11:50","Alto (> 8 mts)",140,"Grande",-68.84551,-32.87801,1,"Parque Central",1655358,0
"21109",39967,"Morera","02/05/2011 11:55","Alto (> 8 mts)",135,"Grande",-68.84556,-32.87819,1,"Parque Central",1655358,1
"21110",39968,"Morera","02/05/2011 11:58","Alto (> 8 mts)",180,"Grande",-68.84559,-32.87828,1,"Parque Central",1655358,0
"21111",39969,"Morera","02/05/2011 12:00","Alto (> 8 mts)",200,"Grande",-68.84561,-32.87835,1,"Parque Central",1655358,0
"21112",39971,"Morera","02/05/2011 12:05","Alto (> 8 mts)",160,"Grande",-68.84566,-32.87857,1,"Parque Central",1655358,1
"21113",39973,"Morera","02/05/2011 12:09","Alto (> 8 mts)",175,"Grande",-68.8457,-32.87871,1,"Parque Central",1655358,1
"21114",39974,"Morera","02/05/2011 12:29","Alto (> 8 mts)",175,"Grande",-68.84572,-32.8788,1,"Parque Central",1655358,0
"21115",39976,"Morera","02/05/2011 12:32","Alto (> 8 mts)",160,"Grande",-68.84577,-32.87896,1,"Parque Central",1655358,0
"21116",39977,"Morera","25/04/2011 10:14","Medio (4 - 8 mts)",180,"Grande",-68.84536,-32.87797,1,"Parque Central",1655358,0
"21117",39979,"Morera","25/04/2011 10:06","Medio (4 - 8 mts)",150,"Grande",-68.84531,-32.87779,1,"Parque Central",1655358,0
"21118",39980,"Morera","25/04/2011 10:03","Medio (4 - 8 mts)",180,"Grande",-68.84529,-32.87771,1,"Parque Central",1655358,0
"21119",39982,"Morera","25/04/2011 09:52","Medio (4 - 8 mts)",190,"Grande",-68.84522,-32.87746,1,"Parque Central",1655358,1
"21120",39984,"Olmo bola","25/04/2011 09:44","Medio (4 - 8 mts)",130,"Grande",-68.84517,-32.87726,1,"Parque Central",1655358,0
"21121",39987,"Morera","25/04/2011 09:38","Medio (4 - 8 mts)",160,"Grande",-68.84512,-32.87706,1,"Parque Central",1655358,1
"21122",39990,"lamo blanco","25/04/2011 09:22","Medio (4 - 8 mts)",100,"Grande",-68.84491,-32.87705,1,"Parque Central",1655358,0
"21123",39994,"Paraiso sombrilla","25/04/2011 09:07","Medio (4 - 8 mts)",150,"Grande",-68.84453,-32.87722,1,"Parque Central",1655358,0
"21124",39996,"Acer","20/04/2011 13:00","Bajo (2 - 4 mts)",40,"Mediano",-68.84407,-32.87754,1,"Parque Central",1655358,0
"21125",39997,"Morera","20/04/2011 12:58","Medio (4 - 8 mts)",240,"Grande",-68.84409,-32.87761,1,"Parque Central",1655358,0
"21126",39999,"Morera","20/04/2011 12:54","Medio (4 - 8 mts)",190,"Grande",-68.84412,-32.87775,1,"Parque Central",1655358,1
"21127",40000,"Paraiso sombrilla","20/04/2011 12:51","Medio (4 - 8 mts)",70,"Grande",-68.84414,-32.8778,1,"Parque Central",1655358,0
"21128",40001,"Morera","20/04/2011 12:46","Medio (4 - 8 mts)",50,"Mediano",-68.84416,-32.87789,1,"Parque Central",1655358,0
"21129",40003,"Morera","20/04/2011 12:41","Medio (4 - 8 mts)",150,"Grande",-68.84419,-32.878,1,"Parque Central",1655358,0
"21130",40005,"Morera","20/04/2011 12:35","Bajo (2 - 4 mts)",22,"Mediano",-68.84423,-32.87815,1,"Parque Central",1655358,0
"21131",40006,"Morera","20/04/2011 12:29","Medio (4 - 8 mts)",140,"Grande",-68.84431,-32.8782,1,"Parque Central",1655358,0
"21132",40008,"Morera","20/04/2011 12:23","Alto (> 8 mts)",80,"Grande",-68.84448,-32.87818,1,"Parque Central",1655358,0
"21133",40010,"Morera","20/04/2011 12:08","Alto (> 8 mts)",220,"Grande",-68.84484,-32.87811,1,"Parque Central",1655358,0
"21134",40013,"Perenne","20/04/2011 11:55","Bajo (2 - 4 mts)",60,"Mediano",-68.84517,-32.87805,1,"Parque Central",1655358,0
"21135",40016,"Fresno americano","19/04/2011 10:22","Bajo (2 - 4 mts)",44,"Mediano",-68.84437,-32.87918,1,"Parque Central",1655358,0
"21136",40017,"Acacia SP","19/04/2011 10:20","Alto (> 8 mts)",130,"Grande",-68.84435,-32.87913,1,"Parque Central",1655358,0
"21137",40020,"Fresno americano","19/04/2011 10:00","Medio (4 - 8 mts)",110,"Grande",-68.84427,-32.87883,1,"Parque Central",1655358,0
"21138",40021,"Catalpa","19/04/2011 09:57","Bajo (2 - 4 mts)",40,"Mediano",-68.84425,-32.87877,1,"Parque Central",1655358,0
"21139",40022,"Morera","19/04/2011 09:53","Alto (> 8 mts)",190,"Grande",-68.84424,-32.8787,1,"Parque Central",1655358,1
"21140",40024,"Morera","19/04/2011 09:42","Medio (4 - 8 mts)",180,"Grande",-68.8442,-32.87854,1,"Parque Central",1655358,0
"21141",40026,"Morera","19/04/2011 09:34","Medio (4 - 8 mts)",120,"Grande",-68.84416,-32.87841,1,"Parque Central",1655358,0
"21142",40028,"Morera","19/04/2011 09:23","Medio (4 - 8 mts)",200,"Grande",-68.84396,-32.87839,1,"Parque Central",1655358,0
"21143",40029,"Morera","19/04/2011 09:17","Medio (4 - 8 mts)",110,"Grande",-68.84383,-32.87842,1,"Parque Central",1655358,0
"21144",40030,"Morera","19/04/2011 09:13","Alto (> 8 mts)",160,"Grande",-68.84376,-32.87843,1,"Parque Central",1655358,1
"21145",40031,"Morera","19/04/2011 09:11","Alto (> 8 mts)",190,"Grande",-68.84369,-32.87845,1,"Parque Central",1655358,0
"21146",40034,"Morera","19/04/2011 09:00","Medio (4 - 8 mts)",190,"Grande",-68.84347,-32.87849,1,"Parque Central",1655358,0
"21147",40039,"Fresno europeo","18/04/2011 13:23","Medio (4 - 8 mts)",60,"Mediano",-68.84302,-32.87862,1,"Parque Central",1655358,0
"21148",40040,"Morera","18/04/2011 13:20","Medio (4 - 8 mts)",160,"Grande",-68.84303,-32.8787,1,"Parque Central",1655358,0
"21149",40041,"Fresno europeo","18/04/2011 13:18","Muy bajo (1 - 2 mts)",12,"Chico",-68.84305,-32.87877,1,"Parque Central",1655358,0
"21150",40042,"Morera","18/04/2011 13:09","Alto (> 8 mts)",180,"Grande",-68.8431,-32.87892,1,"Parque Central",1655358,0
"21151",40043,"Morera","18/04/2011 13:04","Alto (> 8 mts)",150,"Grande",-68.84311,-32.87901,1,"Parque Central",1655358,0
"21152",40044,"Morera","18/04/2011 13:01","Alto (> 8 mts)",120,"Grande",-68.84313,-32.87906,1,"Parque Central",1655358,0
"21153",40045,"Morera","18/04/2011 12:59","Alto (> 8 mts)",140,"Grande",-68.84315,-32.87914,1,"Parque Central",1655358,0
"21154",40047,"Fresno europeo","19/04/2011 12:09","Medio (4 - 8 mts)",120,"Grande",-68.84334,-32.87937,1,"Parque Central",1655358,0
"21155",40048,"Morera","19/04/2011 12:00","Alto (> 8 mts)",160,"Grande",-68.84355,-32.87934,1,"Parque Central",1655358,1
"21156",40051,"Morera","19/04/2011 11:46","Alto (> 8 mts)",190,"Grande",-68.84399,-32.87928,1,"Parque Central",1655358,0
"21157",40052,"Morera","19/04/2011 11:44","Alto (> 8 mts)",170,"Grande",-68.84408,-32.87926,1,"Parque Central",1655358,0
"21158",40053,"Morera","19/04/2011 11:37","Alto (> 8 mts)",200,"Grande",-68.84424,-32.87924,1,"Parque Central",1655358,1
"21159",40055,"Fresno europeo","19/04/2011 12:35","Medio (4 - 8 mts)",140,"Grande",-68.84511,-32.87912,1,"Parque Central",1655358,1
"21160",40057,"Fresno europeo","19/04/2011 12:26","Medio (4 - 8 mts)",110,"Grande",-68.84495,-32.87915,1,"Parque Central",1655358,0
"21161",40062,"Morera","20/04/2011 10:29","Medio (4 - 8 mts)",140,"Grande",-68.84445,-32.879,1,"Parque Central",1655358,0
"21162",40064,"Morera","20/04/2011 10:22","Muy bajo (1 - 2 mts)",5,"Chico",-68.84441,-32.87883,1,"Parque Central",1655358,0
"21163",40065,"Morera","20/04/2011 10:19","Alto (> 8 mts)",200,"Grande",-68.84439,-32.87876,1,"Parque Central",1655358,0
"21164",40067,"Morera","20/04/2011 10:11","Medio (4 - 8 mts)",100,"Grande",-68.84435,-32.87859,1,"Parque Central",1655358,0
"21165",40068,"Paraiso sombrilla","20/04/2011 10:06","Medio (4 - 8 mts)",120,"Grande",-68.84434,-32.87853,1,"Parque Central",1655358,0
"21166",40069,"Morera","20/04/2011 09:55","Medio (4 - 8 mts)",170,"Grande",-68.84435,-32.87833,1,"Parque Central",1655358,0
"21167",40070,"Morera","20/04/2011 09:47","Alto (> 8 mts)",220,"Grande",-68.84451,-32.87829,1,"Parque Central",1655358,0
"21168",40072,"Morera","20/04/2011 09:39","Medio (4 - 8 mts)",80,"Grande",-68.84473,-32.87825,1,"Parque Central",1655358,0
"21169",40073,"Morera","20/04/2011 09:36","Muy bajo (1 - 2 mts)",5,"Chico",-68.8448,-32.87823,1,"Parque Central",1655358,0
"21170",40074,"Morera","20/04/2011 09:35","Medio (4 - 8 mts)",170,"Grande",-68.84493,-32.87821,1,"Parque Central",1655358,0
"21171",40075,"Morera","20/04/2011 09:32","Alto (> 8 mts)",180,"Grande",-68.84498,-32.8782,1,"Parque Central",1655358,0
"21172",40077,"Fresno europeo","20/04/2011 09:26","Alto (> 8 mts)",120,"Grande",-68.8451,-32.87817,1,"Parque Central",1655358,0
"21173",40079,"Morera","20/04/2011 09:20","Medio (4 - 8 mts)",170,"Grande",-68.84541,-32.87819,1,"Parque Central",1655358,1
"21174",40080,"Morera","20/04/2011 09:17","Medio (4 - 8 mts)",180,"Grande",-68.84543,-32.87824,1,"Parque Central",1655358,0
"21175",40082,"Morera","20/04/2011 09:13","Bajo (2 - 4 mts)",60,"Mediano",-68.84546,-32.87836,1,"Parque Central",1655358,0
"21176",40084,"Morera","20/04/2011 09:03","Medio (4 - 8 mts)",130,"Grande",-68.84552,-32.87857,1,"Parque Central",1655358,0
"21177",40087,"Olmo bola","19/04/2011 12:54","Medio (4 - 8 mts)",140,"Grande",-68.84556,-32.87874,1,"Parque Central",1655358,0
"21178",40088,"Paraiso sombrilla","19/04/2011 12:51","Bajo (2 - 4 mts)",70,"Grande",-68.84558,-32.87883,1,"Parque Central",1655358,0
"21179",40092,"Morera","15/04/2011 09:21","Medio (4 - 8 mts)",140,"Grande",-68.84572,-32.88016,1,"Parque Central",1655358,0
"21180",40096,"Morera","15/04/2011 09:08","Alto (> 8 mts)",140,"Grande",-68.84532,-32.88021,1,"Parque Central",1655358,0
"21181",40097,"Morera","15/04/2011 09:06","Alto (> 8 mts)",180,"Grande",-68.84523,-32.88022,1,"Parque Central",1655358,1
"21182",40100,"Morera","15/04/2011 08:54","Medio (4 - 8 mts)",120,"Grande",-68.84495,-32.88025,1,"Parque Central",1655358,0
"21183",40102,"Fresno europeo","14/04/2011 13:27","Medio (4 - 8 mts)",80,"Grande",-68.84477,-32.8802,1,"Parque Central",1655358,0
"21184",40104,"Fresno europeo","14/04/2011 13:23","Bajo (2 - 4 mts)",70,"Grande",-68.84473,-32.88005,1,"Parque Central",1655358,0
"21185",40108,"Paraiso","14/04/2011 13:02","Muy bajo (1 - 2 mts)",4,"Chico",-68.84459,-32.87951,1,"Parque Central",1655358,0
"21186",40109,"Acacia visco","14/04/2011 12:32","Bajo (2 - 4 mts)",120,"Grande",-68.84457,-32.87942,1,"Parque Central",1655358,0
"21187",40112,"Fresno europeo","15/04/2011 11:38","Medio (4 - 8 mts)",120,"Grande",-68.84476,-32.87928,1,"Parque Central",1655358,0
"21188",40113,"Paraiso","15/04/2011 11:35","Bajo (2 - 4 mts)",44,"Mediano",-68.84483,-32.87927,1,"Parque Central",1655358,0
"21189",40115,"Morera","15/04/2011 11:28","Medio (4 - 8 mts)",130,"Grande",-68.84504,-32.87924,1,"Parque Central",1655358,0
"21190",40116,"Acer","15/04/2011 11:24","Medio (4 - 8 mts)",150,"Grande",-68.84513,-32.87923,1,"Parque Central",1655358,0
"21191",40117,"Morera","15/04/2011 11:21","Alto (> 8 mts)",170,"Grande",-68.84523,-32.87921,1,"Parque Central",1655358,1
"21192",40119,"Morera","15/04/2011 11:16","Alto (> 8 mts)",180,"Grande",-68.84539,-32.87919,1,"Parque Central",1655358,1
"21193",40120,"Fresno americano","15/04/2011 11:14","Medio (4 - 8 mts)",50,"Mediano",-68.84547,-32.87919,1,"Parque Central",1655358,0
"21194",40125,"Olmo comun","15/04/2011 10:51","Alto (> 8 mts)",210,"Grande",-68.84574,-32.87942,1,"Parque Central",1655358,0
"21195",40127,"Olmo bola","15/04/2011 09:41","Medio (4 - 8 mts)",80,"Grande",-68.84579,-32.87956,1,"Parque Central",1655358,0
"21196",40130,"Morera","15/04/2011 09:35","Alto (> 8 mts)",180,"Grande",-68.84583,-32.87974,1,"Parque Central",1655358,0
"21197",40131,"Morera","15/04/2011 09:30","Bajo (2 - 4 mts)",32,"Mediano",-68.84588,-32.87991,1,"Parque Central",1655358,0
"21198",40133,"Olmo comun","15/04/2011 09:26","Medio (4 - 8 mts)",120,"Grande",-68.84592,-32.88008,1,"Parque Central",1655358,0
"21199",40140,"Morera","14/04/2011 08:44","Alto (> 8 mts)",160,"Grande",-68.84333,-32.87983,1,"Parque Central",1655358,0
"21200",40141,"Morera","14/04/2011 08:42","Alto (> 8 mts)",180,"Grande",-68.84331,-32.87976,1,"Parque Central",1655358,0
"21201",40144,"Fresno europeo","14/04/2011 12:21","Medio (4 - 8 mts)",160,"Grande",-68.8433,-32.87949,1,"Parque Central",1655358,1
"21202",40146,"Morera","14/04/2011 12:15","Alto (> 8 mts)",150,"Grande",-68.84346,-32.87946,1,"Parque Central",1655358,1
"21203",40148,"Morera","14/04/2011 12:09","Medio (4 - 8 mts)",160,"Grande",-68.84366,-32.87944,1,"Parque Central",1655358,0
"21204",40150,"Morera","14/04/2011 12:04","Alto (> 8 mts)",160,"Grande",-68.84395,-32.8794,1,"Parque Central",1655358,1
"21205",40152,"Morera","14/04/2011 12:00","Alto (> 8 mts)",190,"Grande",-68.84415,-32.87937,1,"Parque Central",1655358,0
"21206",40153,"Ligustro","14/04/2011 11:58","Medio (4 - 8 mts)",80,"Grande",-68.84425,-32.87936,1,"Parque Central",1655358,0
"21207",40156,"Morera","14/04/2011 11:49","Alto (> 8 mts)",200,"Grande",-68.84446,-32.87955,1,"Parque Central",1655358,0
"21208",40161,"Fresno europeo","14/04/2011 10:13","Medio (4 - 8 mts)",40,"Mediano",-68.84455,-32.8799,1,"Parque Central",1655358,0
"21209",40164,"Fresno europeo","14/04/2011 10:01","Bajo (2 - 4 mts)",50,"Mediano",-68.84461,-32.88016,1,"Parque Central",1655358,0
"21210",40166,"Fresno europeo","14/04/2011 09:54","Medio (4 - 8 mts)",90,"Grande",-68.84459,-32.8803,1,"Parque Central",1655358,0
"21211",40172,"Caducifolio","14/04/2011 09:32","Muy bajo (1 - 2 mts)",8,"Chico",-68.84395,-32.88038,1,"Parque Central",1655358,0
"21212",40174,"Fresno americano","14/04/2011 09:27","Medio (4 - 8 mts)",140,"Grande",-68.84379,-32.8804,1,"Parque Central",1655358,0
"21213",40175,"Fresno europeo","14/04/2011 09:25","Medio (4 - 8 mts)",100,"Grande",-68.84371,-32.88041,1,"Parque Central",1655358,0
"21214",40177,"Pltano","14/04/2011 13:00","Alto (> 8 mts)",195,"Grande",-68.84631,-32.88266,1,"Parque Central",1655358,0
"21215",40178,"Pltano","14/04/2011 12:58","Alto (> 8 mts)",190,"Grande",-68.84621,-32.88268,1,"Parque Central",1655358,0
"21216",40179,"Pltano","14/04/2011 12:48","Alto (> 8 mts)",180,"Grande",-68.84613,-32.8827,1,"Parque Central",1655358,0
"21217",40180,"Pltano","14/04/2011 12:46","Alto (> 8 mts)",200,"Grande",-68.84601,-32.88272,1,"Parque Central",1655358,0
"21218",40181,"Pltano","14/04/2011 12:44","Alto (> 8 mts)",190,"Grande",-68.84593,-32.88273,1,"Parque Central",1655358,0
"21219",40183,"Pltano","14/04/2011 12:35","Alto (> 8 mts)",190,"Grande",-68.84559,-32.88279,1,"Parque Central",1655358,0
"21220",40184,"Pltano","14/04/2011 12:31","Alto (> 8 mts)",200,"Grande",-68.84553,-32.8828,1,"Parque Central",1655358,0
"21221",40186,"Morera","14/04/2011 12:28","Medio (4 - 8 mts)",33,"Mediano",-68.8455,-32.88291,1,"Parque Central",1655358,0
"21222",40189,"Morera","14/04/2011 12:21","Alto (> 8 mts)",210,"Grande",-68.84556,-32.88319,1,"Parque Central",1655358,0
"21223",40191,"Morera","14/04/2011 12:16","Alto (> 8 mts)",195,"Grande",-68.84561,-32.88334,1,"Parque Central",1655358,0
"21224",40192,"Morera","14/04/2011 12:15","Alto (> 8 mts)",200,"Grande",-68.84563,-32.88344,1,"Parque Central",1655358,0
"21225",40193,"Morera","14/04/2011 12:12","Muy bajo (1 - 2 mts)",5,"Chico",-68.84566,-32.88355,1,"Parque Central",1655358,0
"21226",40196,"Fresno americano","14/04/2011 12:04","Alto (> 8 mts)",160,"Grande",-68.8458,-32.88372,1,"Parque Central",1655358,0
"21227",40197,"Fresno americano","25/04/2011 12:19","Alto (> 8 mts)",160,"Grande",-68.84593,-32.8837,1,"Parque Central",1655358,0
"21228",40198,"Fresno americano","25/04/2011 12:20","Alto (> 8 mts)",170,"Grande",-68.84603,-32.88369,1,"Parque Central",1655358,0
"21229",40200,"Fresno americano","14/04/2011 11:55","Alto (> 8 mts)",145,"Grande",-68.84619,-32.88366,1,"Parque Central",1655358,0
"21230",40201,"Fresno americano","14/04/2011 11:54","Alto (> 8 mts)",180,"Grande",-68.84629,-32.88364,1,"Parque Central",1655358,0
"21231",40202,"Fresno americano","14/04/2011 11:52","Alto (> 8 mts)",140,"Grande",-68.84638,-32.88362,1,"Parque Central",1655358,0
"21232",40205,"Fresno americano","25/04/2011 12:36","Alto (> 8 mts)",150,"Grande",-68.84662,-32.88358,1,"Parque Central",1655358,0
"21233",40206,"Fresno americano","25/04/2011 12:35","Alto (> 8 mts)",145,"Grande",-68.84669,-32.88357,1,"Parque Central",1655358,0
"21234",40210,"Morera","14/04/2011 10:06","Alto (> 8 mts)",290,"Grande",-68.84676,-32.88327,1,"Parque Central",1655358,0
"21235",40211,"Acacia SP","14/04/2011 10:03","Alto (> 8 mts)",93,"Grande",-68.84675,-32.88321,1,"Parque Central",1655358,1
"21236",40213,"Morera","14/04/2011 09:58","Alto (> 8 mts)",290,"Grande",-68.8467,-32.88304,1,"Parque Central",1655358,0
"21237",40214,"Morera","14/04/2011 09:56","Alto (> 8 mts)",125,"Grande",-68.84665,-32.88285,1,"Parque Central",1655358,1
"21238",40215,"Olmo comun","14/04/2011 09:52","Medio (4 - 8 mts)",92,"Grande",-68.84662,-32.88274,1,"Parque Central",1655358,0
"21239",40218,"Pltano","14/04/2011 09:42","Alto (> 8 mts)",200,"Grande",-68.8465,-32.88262,1,"Parque Central",1655358,0
"21240",40220,"Caducifolio","14/04/2011 12:47","Medio (4 - 8 mts)",140,"Grande",-68.84613,-32.88136,1,"Parque Central",1655358,1
"21241",40222,"Morera","14/04/2011 12:40","Bajo (2 - 4 mts)",45,"Mediano",-68.84599,-32.88138,1,"Parque Central",1655358,0
"21242",40223,"Fresno europeo","14/04/2011 12:38","Bajo (2 - 4 mts)",20,"Chico",-68.84591,-32.88139,1,"Parque Central",1655358,0
"21243",40227,"Paraiso sombrilla","14/04/2011 12:22","Medio (4 - 8 mts)",75,"Grande",-68.84555,-32.88144,1,"Parque Central",1655358,0
"21244",40228,"Fresno europeo","14/04/2011 12:19","Medio (4 - 8 mts)",70,"Grande",-68.84545,-32.88145,1,"Parque Central",1655358,0
"21245",40231,"Fresno europeo","14/04/2011 12:14","Muy bajo (1 - 2 mts)",20,"Chico",-68.84526,-32.88147,1,"Parque Central",1655358,0
"21246",40233,"Fresno europeo","14/04/2011 12:10","Bajo (2 - 4 mts)",54,"Mediano",-68.84513,-32.88154,1,"Parque Central",1655358,0
"21247",40234,"Fresno europeo","14/04/2011 12:08","Medio (4 - 8 mts)",80,"Grande",-68.84514,-32.88159,1,"Parque Central",1655358,0
"21248",40236,"Morera","14/04/2011 12:03","Alto (> 8 mts)",172,"Grande",-68.84518,-32.88173,1,"Parque Central",1655358,0
"21249",40239,"Morera","14/04/2011 11:59","Alto (> 8 mts)",120,"Grande",-68.84524,-32.88196,1,"Parque Central",1655358,0
"21250",40240,"Morera","14/04/2011 11:57","Alto (> 8 mts)",155,"Grande",-68.84527,-32.88204,1,"Parque Central",1655358,0
"21251",40241,"Fresno europeo","14/04/2011 11:53","Alto (> 8 mts)",180,"Grande",-68.8453,-32.88214,1,"Parque Central",1655358,0
"21252",40246,"Morera","14/04/2011 11:39","Alto (> 8 mts)",106,"Grande",-68.84549,-32.8826,1,"Parque Central",1655358,1
"21253",40247,"Pltano","14/04/2011 11:37","Alto (> 8 mts)",206,"Grande",-68.84555,-32.88259,1,"Parque Central",1655358,0
"21254",40250,"Pltano","14/04/2011 10:14","Alto (> 8 mts)",115,"Grande",-68.84576,-32.88255,1,"Parque Central",1655358,0
"21255",40254,"Pltano","14/04/2011 10:08","Alto (> 8 mts)",145,"Grande",-68.84607,-32.8825,1,"Parque Central",1655358,0
"21256",40257,"Pltano","14/04/2011 10:02","Alto (> 8 mts)",170,"Grande",-68.84631,-32.88246,1,"Parque Central",1655358,0
"21257",40261,"Fresno europeo","14/04/2011 09:54","Medio (4 - 8 mts)",45,"Mediano",-68.84648,-32.8822,1,"Parque Central",1655358,0
"21258",40262,"Acer","14/04/2011 09:53","Medio (4 - 8 mts)",120,"Grande",-68.84646,-32.88211,1,"Parque Central",1655358,0
"21259",40268,"Fresno europeo","14/04/2011 09:41","Medio (4 - 8 mts)",90,"Grande",-68.84629,-32.88147,1,"Parque Central",1655358,0
"21260",40269,"Morera","14/04/2011 09:40","Alto (> 8 mts)",200,"Grande",-68.84627,-32.8814,1,"Parque Central",1655358,0
